1141;358.5;231;mousedown
1207;358.5;231;mouseup
1759;503.5;355;mousedown
1863;503.5;355;mouseup
2366;340.5;362;mousedown
2470;340.5;362;mouseup
3816;606.5;421;mousedown
3895;606.5;421;mouseup
4804;354.5;359;mousedown
4892;354.5;359;mouseup
5460;416.5;223;mousedown
5539;415.5;224;mouseup
6156;349.5;348;mousedown
6252;349.5;348;mouseup
7257;202.5;244;mousedown
7345;202.5;244;mouseup
9088;520.5;180;mousedown
9183;520.5;180;mouseup
10172;89.5;313;mousedown
10243;89.5;313;mouseup
11284;612.5;296;mousedown
11362;611.5;296;mouseup
11767;483.5;244;mousedown
11856;483.5;244;mouseup
12416;343.5;362;mousedown
12511;343.5;361;mouseup
13030;522.5;427;mousedown
13143;522.5;427;mouseup
16197;520.5;362;mousedown
16285;519.5;362;mouseup
16837;329.5;356;mousedown
16915;329.5;356;mouseup
17093;329.5;356;mousedown
17175;329.5;356;mouseup
19331;163.5;312;mousedown
19418;163.5;312;mouseup
20580;593.5;284;mousedown
20682;593.5;284;mouseup
21258;338.5;294;mousedown
21355;338.5;294;mouseup
21459;338.5;294;mousedown
21557;338.5;294;mouseup
21980;325.5;362;mousedown
22091;325.5;362;mouseup
22725;251.5;238;mousedown
22820;251.5;237;mouseup
23436;499.5;346;mousedown
23549;499.5;346;mouseup
23646;499.5;346;mousedown
23744;499.5;346;mouseup
24254;352.5;348;mousedown
24334;351.5;348;mouseup
25056;517.5;420;mousedown
25168;517.5;420;mouseup
27606;447.5;295;mousedown
27710;447.5;295;mouseup
28099;477.5;237;mousedown
28205;477.5;237;mouseup
29169;299.5;363;mousedown
29290;300.5;363;mouseup
30128;607.5;427;mousedown
30241;607.5;427;mouseup
30631;511.5;358;mousedown
30719;511.5;358;mouseup
31278;351.5;357;mousedown
31366;351.5;357;mouseup
31463;351.5;357;mousedown
31552;351.5;357;mouseup
32218;33.5;370;mousedown
32306;33.5;370;mouseup
34178;590.5;363;mousedown
34265;590.5;363;mouseup
35078;430.5;244;mousedown
35173;430.5;244;mouseup
35476;419.5;287;mousedown
35578;419.5;287;mouseup
36081;349.5;343;mousedown
36153;349.5;343;mouseup
36825;497.5;423;mousedown
36920;497.5;423;mouseup
39871;559.5;303;mousedown
39961;559.5;304;mouseup
40340;534.5;304;mousedown
40411;534.5;304;mouseup
41124;294.5;372;mousedown
41204;294.5;372;mouseup
41302;294.5;372;mousedown
41398;294.5;372;mouseup
42283;217.5;249;mousedown
42355;217.5;249;mouseup
42981;455.5;365;mousedown
43099;453.5;365;mouseup
43256;489.5;365;mousedown
43351;489.5;365;mouseup
43858;321.5;319;mousedown
43966;321.5;319;mouseup
44518;315.5;350;mousedown
44622;315.5;350;mouseup
45935;75.5;297;mousedown
46056;75.5;297;mouseup
47011;571.5;361;mousedown
47092;571.5;361;mouseup
47587;328.5;285;mousedown
47665;328.5;285;mouseup
47952;316.5;242;mousedown
48039;316.5;242;mouseup
48429;330.5;354;mousedown
48525;330.5;354;mouseup
49004;496.5;400;mousedown
49075;496.5;400;mouseup
51319;517.5;232;mousedown
51375;517.5;232;mouseup
51821;319.5;233;mousedown
51925;319.5;234;mouseup
52412;352.5;363;mousedown
52484;352.5;363;mouseup
53320;609.5;242;mousedown
53375;609.5;242;mouseup
54210;353.5;281;mousedown
54298;353.5;281;mouseup
55158;546.5;160;mousedown
55221;546.5;160;mouseup
55902;346.5;316;mousedown
55990;346.5;316;mouseup
56907;504.5;185;mousedown
56986;504.5;185;mouseup
57799;324.5;347;mousedown
57893;324.5;347;mouseup
58309;324.5;299;mousedown
58388;324.5;299;mouseup
58697;324.5;369;mousedown
58800;324.5;369;mouseup
59928;214.5;241;mousedown
60031;214.5;240;mouseup
60615;439.5;337;mousedown
60711;439.5;337;mouseup
60995;438.5;293;mousedown
61084;438.5;293;mouseup
61595;340.5;373;mousedown
61699;340.5;373;mouseup
61837;340.5;373;mousedown
61894;340.5;373;mouseup
62363;483.5;412;mousedown
62436;483.5;412;mouseup
64895;510.5;318;mousedown
64983;509.5;318;mouseup
65412;297.5;314;mousedown
65509;297.5;314;mouseup
65809;303.5;334;mousedown
65898;303.5;334;mouseup
66772;576.5;279;mousedown
66853;576.5;279;mouseup
67754;38.5;423;mousedown
67825;38.5;423;mouseup
69170;409.5;363;mousedown
69266;409.5;363;mouseup
69941;324.5;162;mousedown
70020;324.5;162;mouseup
71000;215.5;370;mousedown
71088;215.5;370;mouseup
72198;581.5;296;mousedown
72319;581.5;296;mouseup
72936;335.5;243;mousedown
73015;335.5;242;mouseup
73664;330.5;348;mousedown
73725;330.5;348;mouseup
73849;330.5;348;mousedown
73929;330.5;348;mouseup
74530;589.5;366;mousedown
74618;589.5;366;mouseup
75315;440.5;312;mousedown
75411;439.5;312;mouseup
75794;340.5;423;mousedown
75873;340.5;423;mouseup
76222;335.5;359;mousedown
76295;335.5;359;mouseup
76805;541.5;429;mousedown
76885;541.5;429;mouseup
79989;323.5;363;mousedown
80059;323.5;363;mouseup
80384;322.5;278;mousedown
80464;322.5;278;mouseup
80821;322.5;342;mousedown
80909;322.5;342;mouseup
82208;569.5;174;mousedown
82278;571.5;175;mouseup
83461;569.5;363;mousedown
83565;569.5;363;mouseup
85186;240.5;310;mousedown
85250;240.5;310;mouseup
85842;438.5;348;mousedown
85922;437.5;349;mouseup
86898;226.5;289;mousedown
86951;226.5;289;mouseup
87460;411.5;369;mousedown
87525;411.5;369;mouseup
88320;233.5;351;mousedown
88408;234.5;351;mouseup
90571;603.5;396;mousedown
90659;603.5;396;mouseup
91114;480.5;281;mousedown
91193;480.5;281;mouseup
91478;433.5;286;mousedown
91558;433.5;286;mouseup
92271;354.5;341;mousedown
92335;354.5;341;mouseup
93153;250.5;220;mousedown
93210;250.5;221;mouseup
93898;420.5;338;mousedown
93971;420.5;338;mouseup
94344;476.5;303;mousedown
94424;476.5;303;mouseup
94846;325.5;316;mousedown
94926;325.5;316;mouseup
95228;325.5;347;mousedown
95299;325.5;347;mouseup
95852;511.5;406;mousedown
95941;511.5;406;mouseup
98074;609.5;170;mousedown
98137;609.5;170;mouseup
98550;531.5;250;mousedown
98639;529.5;250;mouseup
98875;527.5;295;mousedown
98963;527.5;295;mouseup
99619;317.5;344;mousedown
99675;317.5;344;mouseup
100899;586.5;426;mousedown
100996;586.5;426;mouseup
101823;351.5;242;mousedown
101903;351.5;242;mouseup
102373;499.5;356;mousedown
102461;499.5;356;mouseup
102965;281.5;356;mousedown
103053;281.5;356;mouseup
103312;308.5;356;mousedown
103400;308.5;356;mouseup
104211;585.5;291;mousedown
104291;585.5;291;mouseup
104769;394.5;247;mousedown
104873;394.5;247;mouseup
105176;339.5;244;mousedown
105247;339.5;244;mouseup
105676;339.5;337;mousedown
105781;339.5;337;mouseup
106478;488.5;409;mousedown
106534;488.5;409;mouseup
109605;337.5;238;mousedown
109668;336.5;238;mouseup
110211;335.5;354;mousedown
110283;335.5;354;mouseup
110395;335.5;354;mousedown
110476;335.5;354;mouseup
111232;584.5;351;mousedown
111287;583.5;352;mouseup
111864;298.5;350;mousedown
111951;298.5;350;mouseup
112244;298.5;300;mousedown
112332;298.5;300;mouseup
112649;298.5;354;mousedown
112761;298.5;354;mouseup
114875;150.5;313;mousedown
114948;150.5;313;mouseup
116146;595.5;297;mousedown
116202;595.5;297;mouseup
116689;453.5;309;mousedown
116769;453.5;309;mouseup
117078;361.5;356;mousedown
117165;359.5;356;mouseup
117758;516.5;401;mousedown
117830;516.5;401;mouseup
120787;474.5;350;mousedown
120858;474.5;350;mouseup
121336;259.5;244;mousedown
121400;259.5;244;mouseup
122194;565.5;165;mousedown
122283;565.5;165;mouseup
123338;512.5;364;mousedown
123417;512.5;364;mouseup
124156;322.5;229;mousedown
124218;322.5;229;mouseup
124642;332.5;354;mousedown
124721;332.5;354;mouseup
125271;219.5;222;mousedown
125327;219.5;222;mouseup
126090;475.5;352;mousedown
126186;475.5;352;mouseup
126770;357.5;353;mousedown
126858;357.5;353;mouseup
126988;357.5;353;mousedown
127044;357.5;353;mouseup
127384;357.5;353;mousedown
127506;357.5;353;mouseup
128148;606.5;323;mousedown
128267;606.5;323;mouseup
128843;445.5;308;mousedown
128931;444.5;308;mouseup
129277;493.5;259;mousedown
129380;493.5;259;mouseup
130158;359.5;349;mousedown
130278;359.5;349;mouseup
